Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.0.7-192.168.1.60-41319-3389-6,192.168.0.7,41319,192.168.1.60,3389,6,07/07/2017 09:24:27,3277556,35,30,243.5172,878.6591,47987,274,317.4298,55562,402,531.4295,26236.5050086363,92.87878675265041,1271.0267,486.2734,9435,624,713.4767,256.8402,153,618,389.6491,680.92,5,1,0,3,170.167,679.2291,952.8954,934.5573,457,33756,316.1709,228.7578,27994.2573,0,0,0,5,0,4,0,4,655.4201,63.9486,468.8874,700.0893,623.2044,1044.9433,1233.6322,1349.7231,755.8494,1022.661,734.0658,51787,708.2598,42621,51855,42042,300.6652,574.6421,1109.3607,176.5408,321,439,547.8451,432.9951,49643,944,BENIGN
96.82.0.154-192.168.1.179-17097-25-0,96.82.0.154,17097,192.168.1.179,25,0,07/07/2017 09:06:00,395,2,1,210.2368,105.7062,17472,627,970.5551,32257,123,1334.8356,912.493479770997,7995.808286288065,1106.2028,89.155,1169,674,21.6105,1364.9098,55656,808,410.3434,531.0848,1,2,1,0,570.029,377.1188,742.7019,455.157,922,8867,629.183,145.5812,25406.5738,0,3,3,0,0,1,2,5,887.0488,702.1708,177.974,1320.4884,497.3999,21.1729,378.1845,104.768,411.0728,272.6492,873.8599,43569,751.4812,13349,19496,3497,674.7352,602.7669,1193.6808,98.3392,44541,692,1129.4882,106.1568,8011,665,PortScan
192.168.1.184-192.168.0.195-30771-23-0,192.168.1.184,30771,192.168.0.195,23,0,07/07/2017 09:00:52,2304703,7,5,330.048,64.7606,59640,276,1160.393,2173,425,1237.7302,15217.381828214817,91.6103651783772,696.0106,251.1149,25001,95,185.0675,651.4963,46857,202,739.2044,730.0438,1,5,1,4,753.0967,881.0675,335.6077,146.1567,321,58458,1428.2536,458.2119,11655.0994,0,1,2,3,18,4,4,4,968.446,630.1321,547.6267,1287.4154,854.0586,759.3415,1453.6688,283.285,851.8138,194.773,853.5019,61011,335.5982,1928,41088,51430,602.4087,875.0237,191.2605,477.0316,25465,351,200.4002,253.9056,49417,835,BENIGN
185.58.136.197-192.168.3.57-25999-8080-17,185.58.136.197,25999,192.168.3.57,8080,17,07/07/2017 09:09:19,53025,3129,10,845.1454,797.7853,49965,982,835.7865,10597,612,1328.0003,4040802.309209864,36462.716220324575,1067.1683,3.9047,52132,728,360.8229,561.6078,18592,26,856.7655,318.5077,0,4,1,3,525.928,28.7032,472.8736,876.9927,278,40655,881.7054,208.1143,4283.3444,0,127,1,3,0,2,5,4,629.9048,800.3552,251.4266,1428.3301,724.875,9.0482,968.1005,894.7651,1171.8808,129.7871,155.8446,7660,152.0046,37371,41580,3984,439.6472,180.0337,797.2837,135.2913,13874,873,520.7291,339.7852,44771,100,DDoS
17.108.161.55-192.168.3.88-18692-21-17,17.108.161.55,18692,192.168.3.88,21,17,07/07/2017 09:02:23,41614,4133,0,517.0334,203.2215,29214,313,1294.9958,55548,199,397.5225,4405976.637379133,1384.6330869007684,129.4249,387.8816,21334,103,209.7278,1103.2419,62906,652,312.1198,963.5472,0,2,2,4,352.085,618.2771,786.1591,66.4287,574,32777,500.1877,196.7035,14062.0769,0,939,4,1,2,3,0,3,813.0439,159.8511,418.9372,754.6836,1167.2366,329.0016,1167.8965,826.6712,1336.2649,1158.7832,728.1773,5422,651.5627,32902,37405,8864,821.9986,522.3471,918.689,159.299,14761,864,1259.2323,106.7382,51352,465,DDoS
192.168.2.27-192.168.1.179-40305-8080-6,192.168.2.27,40305,192.168.1.179,8080,6,07/07/2017 09:01:19,3507137,47,0,208.3721,736.555,49990,200,153.9171,43566,974,968.7481,32809.166991582446,105.08500199831066,154.8911,333.858,61374,448,424.9268,796.4637,53311,883,474.3443,180.3316,1,4,0,4,555.5868,855.7402,56.0374,325.8877,156,36195,64.179,432.5841,38745.4128,2,1,1,0,6,3,1,0,367.9183,149.211,1265.3072,536.1037,797.3983,76.5873,485.1829,694.3314,78.9935,1007.9317,929.287,34947,723.3616,19649,7369,16245,295.1557,117.0836,1329.3112,186.1473,6460,666,548.7,5.7016,44077,94,BENIGN
165.234.73.68-192.168.3.151-2025-3389-6,165.234.73.68,2025,192.168.3.151,3389,6,07/07/2017 09:32:39,1200096,33,42,149.7644,528.3653,16679,186,533.7768,34799,398,1405.0116,79443.1012344378,50.786874926949345,961.4155,138.7597,33165,537,39.4957,297.2146,34495,859,295.7639,592.2459,0,1,1,2,25.0585,22.7429,411.0875,969.9657,662,57419,1446.5431,476.8843,38064.1016,0,3,3,14,25,0,0,4,862.3156,534.278,13.8941,352.4617,1278.4866,174.7645,473.4768,19.2639,904.8558,740.9417,460.1769,18942,292.072,10676,38790,38380,282.2924,72.8443,596.3351,353.2429,54181,256,937.8865,296.037,36776,669,Web Attack – Brute Force
161.81.216.153-192.168.3.88-63299-80-0,161.81.216.153,63299,192.168.3.88,80,0,07/07/2017 09:17:45,310,3,1,844.2888,650.7278,3087,500,363.3567,5910,906,138.2344,322.35734358115917,3796.5919176222837,982.8927,109.2626,37229,143,582.6522,1023.5501,8634,976,305.296,873.4807,4,1,4,0,613.764,581.6889,462.6586,450.8987,129,3273,265.7782,364.6093,1894.9292,0,1,5,0,0,0,1,1,844.7996,477.0326,22.3523,171.4577,1336.3539,1203.9967,1279.1743,767.2493,282.7244,732.4626,814.4121,45719,846.3855,55658,65154,9270,624.7689,294.8023,1198.1829,169.7107,44229,416,824.3599,39.8803,120,421,PortScan
36.126.134.192-192.168.1.246-20598-80-6,36.126.134.192,20598,192.168.1.246,80,6,07/07/2017 09:23:11,326,1,1,679.1615,979.3568,50764,456,1126.2453,46718,821,328.4225,840.4187975109506,3847.1419105987056,810.1575,220.4844,17071,754,567.2959,710.4249,4794,775,327.6113,873.658,3,3,0,1,559.3806,373.757,696.7484,589.2469,712,2657,60.253,444.3518,40725.3095,0,1,3,0,0,0,2,0,146.4024,827.6663,1425.3227,11.5975,1282.3539,761.9321,394.5686,850.1467,1108.1376,171.7285,361.978,51686,806.3624,17513,62673,33888,77.7482,529.378,1423.2168,194.4113,53143,740,322.7407,361.3313,50760,171,PortScan
192.168.0.152-192.168.0.195-24207-53-6,192.168.0.152,24207,192.168.0.195,53,6,07/07/2017 09:32:23,2119045,17,16,180.8382,294.1031,43595,835,1274.2768,5875,314,1009.43,34053.229664000726,101.94326529781664,907.0001,410.4583,61068,686,816.2408,422.4523,12887,353,828.3868,1046.2833,3,4,5,2,929.678,520.3442,196.0033,435.9264,898,50630,1489.8878,174.6936,8641.7626,1,1,4,4,8,3,5,0,428.8067,688.8215,387.4931,384.3115,974.5162,386.4019,834.4789,861.3097,624.7808,354.8162,484.5039,37500,383.7002,13312,26045,34077,312.9651,88.3703,1441.4701,443.9753,706,986,1331.2328,66.578,3694,240,BENIGN
192.168.3.88-192.168.0.152-2741-3389-17,192.168.3.88,2741,192.168.0.152,3389,17,07/07/2017 09:37:07,2915800,2,22,478.9087,258.5627,17917,958,1486.5466,6200,432,993.9014,24943.473456372692,73.5129781037768,638.8458,195.1685,56258,239,438.4864,593.6029,61426,399,770.0457,24.8854,5,4,2,1,61.9976,133.1147,738.894,799.3439,666,45192,1177.889,262.8877,48210.5654,0,0,5,4,18,1,4,2,123.7866,710.5977,845.0622,672.6682,827.5145,460.9465,951.6282,42.6827,836.8693,725.5819,520.6359,14989,940.9926,2556,9019,555,233.4287,388.6956,127.6136,299.6063,33198,746,1356.2916,301.0725,24899,954,BENIGN
192.168.0.174-192.168.0.195-31163-53-17,192.168.0.174,31163,192.168.0.195,53,17,07/07/2017 09:19:10,3920769,14,4,793.6286,45.86,61229,137,848.1397,32732,340,1097.2775,11199.269045948857,43.26961820885214,855.6867,121.2708,52068,562,845.7716,96.9007,65371,320,761.4033,275.9586,2,4,1,4,588.9213,141.4227,829.2242,670.445,693,44250,509.0845,302.8049,29199.6605,0,2,1,1,15,4,1,3,733.1942,466.5159,532.4498,271.476,1084.2538,1403.3156,1295.9747,522.2343,536.0378,1333.7544,347.16,41420,928.6368,16112,18603,64952,643.4307,780.4586,421.409,407.8251,55258,496,534.2264,177.1995,30009,281,BENIGN
192.168.3.57-192.168.1.246-4381-23-6,192.168.3.57,4381,192.168.1.246,23,6,07/07/2017 09:24:55,602529,5,7,116.7783,328.4148,46342,274,255.9217,6538,278,940.9802,38287.41456595687,101.11343239892514,450.4898,67.2537,16397,23,272.7017,136.0882,37840,879,538.0217,1388.2117,4,0,2,4,302.8412,455.8536,364.9839,297.1583,865,30981,80.8433,196.7163,20228.5197,0,2,2,2,16,2,1,1,419.2191,994.045,1444.5737,201.9706,1361.6364,242.264,246.6003,1288.6609,557.501,273.9635,843.1863,8052,150.4,34365,56121,25522,897.6253,794.0167,502.0434,237.4686,40624,855,26.695,262.757,55371,432,BENIGN
57.70.252.24-192.168.1.246-64264-8080-17,57.70.252.24,64264,192.168.1.246,8080,17,07/07/2017 09:29:36,419951,3598,4,160.6409,248.3653,47752,493,1071.6381,21359,125,970.8323,3334964.7234242167,21982.75635371824,1494.1488,333.439,736,120,954.603,855.8642,29522,770,339.1603,356.8699,5,5,5,1,596.9335,903.4967,371.0667,680.3397,75,22695,236.4949,329.6519,4737.0691,0,582,4,1,2,3,5,3,838.9263,646.4751,1379.0225,337.3104,18.6088,1180.9776,1082.2715,176.7396,793.6852,1451.9158,528.713,2715,874.5485,32472,25386,59939,888.3058,888.8074,503.6692,38.3637,36139,850,670.2697,297.1897,32190,226,DoS Hulk
192.168.0.152-192.168.1.36-27537-8080-17,192.168.0.152,27537,192.168.1.36,8080,17,07/07/2017 09:29:20,2399145,22,0,498.6743,725.6884,3591,50,516.7031,61815,364,257.0237,31941.984959411748,134.87456358822482,502.8054,183.8536,25085,389,935.1995,907.9483,17624,568,715.4356,1440.2686,3,4,0,0,852.3408,654.5138,8.1954,921.7019,823,21520,145.2263,426.491,37969.3044,0,0,5,7,16,2,1,5,827.9919,853.4234,341.4159,241.8986,1376.2833,162.1722,815.4233,1498.2154,612.5511,1257.5875,981.1841,35729,666.229,30546,22857,10366,824.3831,465.0009,867.8035,489.1933,42892,260,860.5155,58.0649,64974,760,BENIGN
192.168.3.88-192.168.3.88-44634-8080-0,192.168.3.88,44634,192.168.3.88,8080,0,07/07/2017 09:25:16,4039094,37,25,268.4117,161.5209,55614,916,190.16,27666,85,696.6805,40454.03199301254,112.2514635745717,1326.7979,234.4643,64226,457,956.2727,1182.7249,31698,676,34.8175,1494.4108,5,3,3,4,293.7993,425.1959,185.9702,249.3065,362,16239,493.7256,232.9918,5269.7831,2,0,1,3,11,0,2,4,396.4786,386.1889,1332.5737,39.8839,1022.8661,370.5141,138.8398,775.0596,1232.9902,1466.2251,706.4563,5452,289.3617,2342,2475,14205,569.5048,556.34,246.4873,71.0442,31823,148,1235.8893,277.5833,1986,11,BENIGN
192.168.3.151-192.168.2.208-20727-22-17,192.168.3.151,20727,192.168.2.208,22,17,07/07/2017 09:13:44,4443866,5,38,290.6685,663.4335,16891,661,1078.6431,57336,103,599.6193,22706.53861158667,174.0259344917344,355.7886,198.3845,53868,44,367.2251,782.011,36746,260,316.8562,1459.4838,2,4,5,0,639.3611,860.9518,719.6461,852.8899,224,21110,305.7161,45.6941,12098.3833,1,2,3,1,4,4,2,1,607.4703,298.6108,1450.9271,979.675,547.6225,1201.4263,820.3772,162.723,483.0607,937.9302,746.3729,13554,780.1978,40752,61858,31502,381.5392,365.9735,132.5057,118.6133,52706,387,509.2363,334.9246,31390,326,BENIGN
84.28.117.211-192.168.1.36-10317-25-6,84.28.117.211,10317,192.168.1.36,25,6,07/07/2017 09:15:29,160166,2020,9,369.32,334.6935,4082,50,152.7107,14770,299,1023.7047,3545527.932398829,47032.348729013494,459.5705,279.0619,31189,438,969.1767,1292.5703,60511,266,508.4964,1367.3262,5,3,1,1,146.1945,569.0813,555.9254,923.4876,972,12747,836.6986,251.6664,47318.108,0,210,4,1,1,5,3,1,351.5639,599.7518,1479.7267,213.7852,395.1706,8.6302,1096.0039,146.1079,218.0551,1207.8948,32.1828,9580,285.4571,12689,36984,20023,92.5537,92.2045,656.8817,11.5441,10370,616,136.8628,482.8037,41769,291,DoS slowloris
192.168.0.152-192.168.0.144-52743-25-0,192.168.0.152,52743,192.168.0.144,25,0,07/07/2017 09:02:48,2109523,12,0,208.4175,170.7748,8151,735,279.7879,28549,600,692.9615,15593.566806008192,137.78315351830713,83.5857,230.4222,35234,579,332.7996,804.8252,14935,9,117.1366,365.1239,3,0,0,5,351.1498,39.8717,920.8898,845.1884,317,58208,1235.035,190.1156,33762.5088,2,2,0,6,6,1,4,3,72.1149,53.6385,1444.9889,1143.4769,947.996,1252.56,1224.7804,394.3905,339.4792,48.3153,240.052,13281,800.1005,34126,4610,52596,94.5925,731.8498,1484.0264,348.172,41524,974,1339.9767,217.3394,4260,842,BENIGN
192.168.0.174-192.168.1.36-34114-23-17,192.168.0.174,34114,192.168.1.36,23,17,07/07/2017 09:35:40,60045,14,8,799.0097,90.8139,56571,853,819.1959,29980,694,365.4571,47532.88758701684,175.49188415848627,972.3819,457.0833,52998,536,716.6968,1142.0341,29720,969,783.1833,814.9785,2,4,3,5,985.8567,208.9461,28.0971,524.2869,565,38829,467.365,422.5052,48725.1803,1,1,5,2,12,0,5,1,365.8286,154.2098,402.2078,168.6663,1164.3888,847.5683,408.5763,181.089,1223.5479,1100.578,940.034,48943,178.991,40712,59045,22559,637.9784,198.8439,28.0097,376.8011,49177,456,277.0127,488.5494,20727,332,BENIGN
192.168.1.184-192.168.0.144-12967-21-6,192.168.1.184,12967,192.168.0.144,21,6,07/07/2017 09:28:37,763995,42,5,120.6629,439.3013,59678,888,847.1409,62532,52,1300.0519,10463.57420344166,90.83600001161781,1441.9043,431.0485,34988,373,165.6001,1398.0436,3909,336,573.1482,720.5675,4,4,5,4,960.6619,670.0778,842.8805,312.6836,165,62392,1085.259,1.9111,25867.1415,0,1,3,4,4,1,5,5,830.9698,8.932,1427.3529,956.2755,1209.9276,267.0599,785.1116,534.5142,488.0634,266.699,447.0155,56202,665.6572,62924,60907,52749,953.748,341.1192,136.2651,67.6034,59194,579,1217.0256,431.2409,18925,259,BENIGN
185.134.91.130-192.168.0.195-14090-3389-0,185.134.91.130,14090,192.168.0.195,3389,0,07/07/2017 09:41:29,1947851,37,14,816.7304,388.4327,1459,118,745.7772,18339,964,1229.7815,1037.4006959901863,51.64439515565962,959.7939,85.7175,48273,84,354.2222,947.2146,51418,340,807.8841,994.2282,4,0,3,5,609.6261,765.7852,896.1169,867.2566,199,15218,375.0023,12.76,6151.4707,2,3,1,17,25,2,2,4,99.7725,469.7885,271.5765,1364.0725,1398.6299,1443.8827,1461.3126,872.4195,984.1915,84.9392,831.0516,44539,549.8586,6603,31729,45194,450.567,879.1118,427.6678,32.6605,13820,292,1395.6311,438.3835,44935,696,SSH-Patator
28.152.101.40-192.168.3.88-49493-443-0,28.152.101.40,49493,192.168.3.88,443,0,07/07/2017 09:13:02,413190,3156,8,131.1831,97.591,58579,823,1359.7984,34061,209,1235.8406,319669.21406143135,35977.82817966326,933.297,309.6549,6186,198,374.8763,517.0939,9183,429,848.34,903.1947,3,0,3,3,645.2108,823.2402,299.2174,984.3137,232,14342,1012.315,459.2345,18699.8359,0,427,4,2,3,5,2,5,243.5368,936.4635,1050.0277,760.5643,540.0966,40.7892,1002.3911,566.2249,677.2387,647.2539,415.4029,17754,735.576,36111,59891,35276,376.7783,183.9718,924.3688,208.1859,16801,256,619.2028,162.8147,35956,60,DDoS
192.168.3.57-192.168.0.152-27819-22-6,192.168.3.57,27819,192.168.0.152,22,6,07/07/2017 09:38:34,477567,19,0,28.1963,230.9487,41971,233,918.9076,19832,58,1259.6969,23687.75361747993,61.65326133519677,1353.7592,16.7553,5687,414,199.8952,673.2136,28968,72,336.7982,623.4864,4,0,2,2,82.0982,160.3839,211.8849,877.5168,250,59590,157.351,341.3821,14247.9295,1,0,5,1,1,1,0,4,952.1436,742.5307,716.1117,1317.9588,1483.5803,230.1151,645.3479,1089.9952,730.0941,660.9145,267.9195,36248,772.661,23549,33933,31626,87.465,274.2169,640.7268,91.8486,7739,274,1288.7401,40.7273,1579,674,BENIGN
91.107.136.180-192.168.0.98-34428-80-0,91.107.136.180,34428,192.168.0.98,80,0,07/07/2017 09:35:21,334128,3484,5,845.5294,690.9997,50561,890,490.2253,28165,623,655.9197,3117104.2017868804,11595.94768717182,143.6014,47.1367,16829,92,29.0796,944.3999,29506,990,170.4155,691.367,3,5,0,1,639.2797,934.2096,300.7296,789.8711,234,40667,791.3336,42.5329,14688.9461,0,258,4,3,4,3,4,1,314.5905,145.5788,1278.2191,1015.9036,5.9249,392.4161,787.7452,684.8108,1301.1631,527.0364,685.2947,55643,685.9421,56494,54435,8336,443.5857,39.6771,1410.4394,489.7716,61294,789,1333.7708,371.3291,10124,975,DoS Hulk
192.168.1.179-192.168.3.9-51942-23-0,192.168.1.179,51942,192.168.3.9,23,0,07/07/2017 09:09:22,893533,49,26,332.3453,418.7093,56472,683,936.4061,41948,602,1384.6758,23961.66702122189,1.5339306442763763,1089.3212,200.348,27416,947,555.6719,1339.3027,44691,190,745.6995,159.2984,3,3,3,2,751.0918,819.5998,852.2178,467.4949,614,8054,612.4553,167.1553,35690.0849,0,0,0,7,14,1,2,3,153.0894,583.4477,994.6134,1068.5419,568.8078,1318.4627,539.7718,102.8933,1235.3541,868.1577,456.039,41618,659.1738,37889,58132,63300,724.5571,118.9537,250.5349,335.5652,44758,229,108.8034,344.9227,468,904,BENIGN
25.183.176.155-192.168.2.63-12845-21-17,25.183.176.155,12845,192.168.2.63,21,17,07/07/2017 09:35:36,224342,4004,3,853.2122,283.6684,44196,623,1466.0272,23315,249,637.1179,2198393.457699514,18743.824464888567,1215.3144,301.5234,47209,82,125.4434,604.024,21589,764,894.0664,519.9267,2,5,3,4,185.7897,797.9348,67.444,802.6,852,14773,1327.9016,374.298,43652.2895,0,455,1,0,1,2,3,0,191.6431,97.1333,842.9898,708.2107,1334.6011,364.5537,155.3469,1447.965,975.7104,1009.1515,414.5445,56556,68.1293,43043,2275,36096,523.8524,307.4807,719.0301,428.5891,5180,993,1415.6437,369.0618,21228,755,DDoS
165.234.73.68-192.168.0.98-8003-23-6,165.234.73.68,8003,192.168.0.98,23,6,07/07/2017 09:31:39,2249408,45,30,169.7999,996.7981,42350,791,443.2623,28456,946,63.4102,3324.169245174597,18.585906273900996,699.0522,357.68,39477,644,82.404,457.203,13891,777,365.5039,412.2284,4,5,3,5,264.8575,164.7315,217.2861,860.0947,945,51370,124.4985,37.7796,20087.5424,2,5,2,7,39,3,0,1,845.5953,609.4808,1009.521,962.9896,1156.0255,382.0909,1496.2572,995.4863,582.1656,147.4416,447.455,35005,794.7234,15885,33528,54693,350.4606,737.0941,1376.5752,40.7227,22547,256,1266.2127,477.4436,11973,741,SSH-Patator
192.168.0.152-192.168.2.27-33971-3389-17,192.168.0.152,33971,192.168.2.27,3389,17,07/07/2017 09:30:51,4406731,8,29,875.7284,206.4984,5630,259,682.6184,12213,74,703.5948,8865.003215651837,95.60246610455219,556.4154,491.5334,55645,822,60.1562,1107.1017,61902,866,66.7221,52.5773,1,0,5,4,385.1145,202.7404,936.3094,674.7126,899,49908,380.2436,300.6002,22514.2613,0,2,2,1,4,1,4,3,412.2162,904.278,962.1354,58.3637,1167.6425,1435.0929,1260.0134,585.3288,804.9595,1009.956,29.3465,8683,782.8932,31792,26399,5149,191.2795,775.2613,21.2203,178.7601,44068,982,131.301,355.5526,10499,599,BENIGN
26.194.142.117-192.168.0.98-61291-80-6,26.194.142.117,61291,192.168.0.98,80,6,07/07/2017 09:28:59,1785264,12,25,590.7555,101.4405,64077,335,307.7577,45729,995,440.6881,7583.6790814867045,65.50786286494468,674.9596,300.2908,1194,591,267.4202,505.5468,50342,228,104.6879,552.4218,4,0,1,2,496.8404,688.4364,59.2689,180.523,161,35019,820.717,38.9523,42683.0786,3,2,5,23,25,1,4,5,259.8445,185.9467,1470.4584,778.0211,191.4734,737.2512,482.2156,1478.8675,1417.4166,1108.5923,34.7734,5517,798.3355,65298,24663,15390,631.1621,382.8078,546.7602,188.8722,64081,413,688.3064,489.2438,15143,474,SSH-Patator
25.183.176.155-192.168.1.184-45500-21-17,25.183.176.155,45500,192.168.1.184,21,17,07/07/2017 09:30:47,773153,14,50,200.476,478.5338,50419,82,1116.7496,12908,271,660.7823,3487.092360696853,14.844595289817065,1262.3482,259.1724,16899,312,874.0287,811.57,42841,818,938.8245,418.0187,3,2,1,4,669.4226,612.7774,930.8349,599.428,356,14870,1003.4007,190.1979,12249.687,2,4,2,20,16,5,4,4,439.8715,73.4628,1114.9361,494.6236,1365.4405,396.7269,269.7724,1398.1099,1097.5111,173.1976,728.0937,28540,492.9936,14869,25125,19405,851.9404,397.1606,554.5134,66.6047,53945,515,539.0793,6.8603,38747,742,FTP-Patator
68.22.235.138-192.168.0.174-46331-23-0,68.22.235.138,46331,192.168.0.174,23,0,07/07/2017 09:08:23,221741,2179,4,630.3461,400.2344,36579,642,532.8043,16510,588,844.6089,3667127.0176834897,21754.76713998311,113.4297,253.1473,29774,255,124.8749,390.4324,16473,246,815.6379,247.51,5,2,4,4,716.7095,477.7864,95.5825,676.6926,850,52742,341.0941,151.8813,28396.9574,0,12,4,1,2,2,0,3,511.8784,154.8845,1375.3975,1249.6336,224.1563,342.9646,79.2057,783.0358,530.2822,1006.3344,646.1924,19825,268.1894,24623,14672,10984,321.1254,865.9681,388.3523,93.0487,51437,559,892.8285,178.6471,16708,601,DoS GoldenEye
185.58.136.197-192.168.1.179-12079-8080-6,185.58.136.197,12079,192.168.1.179,8080,6,07/07/2017 09:21:14,530,2,0,776.6499,929.9089,8504,709,1126.8509,16881,625,26.2212,807.7537163804658,8076.259907197595,1477.9703,368.3492,60835,116,238.5043,1122.5788,27763,565,544.4335,906.0051,2,4,1,5,808.436,803.1737,239.2524,959.7248,572,38882,908.5664,331.8995,8773.0872,0,2,5,0,0,3,3,4,91.3223,312.4399,1267.7599,866.9424,1240.3856,368.388,579.9123,592.0249,568.3755,504.373,534.7882,62794,752.8119,40060,52183,49079,441.6819,464.8972,1049.907,358.5322,32140,272,52.3497,473.63,18849,772,PortScan
96.82.0.154-192.168.2.63-41012-53-6,96.82.0.154,41012,192.168.2.63,53,6,07/07/2017 09:32:02,158171,3562,8,583.149,284.714,11102,314,994.0623,44192,896,358.9445,1081283.580102386,8025.0506505979,1465.5093,331.2741,14371,48,574.9396,836.211,51662,731,415.6326,1079.7334,2,3,4,4,982.9476,662.9383,964.9084,454.2918,196,61517,28.1564,383.3699,37497.6328,0,216,2,5,2,1,2,4,442.9037,686.982,59.2267,1124.3474,1316.5464,1350.1852,77.9599,1302.6425,617.5974,1344.5293,568.4759,37515,176.6577,8494,50259,42787,83.0916,792.8159,295.563,245.9592,20373,6,784.5832,231.4253,13740,663,DDoS
36.126.134.192-192.168.1.60-27842-443-17,36.126.134.192,27842,192.168.1.60,443,17,07/07/2017 09:13:16,1407232,52,76,122.1389,869.1826,44495,532,1071.1972,21172,283,202.5732,53752.10154595205,355.88520326153173,997.0392,325.1099,8781,865,852.6055,51.1991,32287,56,55.0797,44.7913,2,1,3,0,959.3597,817.6417,167.2089,472.1313,608,6019,1096.2461,218.4585,19553.243,0,1,2,12,2,2,1,1,814.6608,129.3404,1222.5525,815.5357,1425.0423,515.4095,726.1547,1013.7708,880.322,1236.4523,995.3161,18925,485.5986,60039,58717,27009,17.9039,134.0828,1380.2056,22.5296,13453,433,539.6658,256.8928,58986,896,Bot
192.168.1.36-192.168.3.88-15423-22-0,192.168.1.36,15423,192.168.3.88,22,0,07/07/2017 09:01:46,2632705,5,31,251.5975,255.7671,23192,221,180.838,15905,68,419.3782,47523.260190290435,93.69346329264056,977.4177,340.7685,31747,99,817.6043,149.9185,57942,358,753.0704,1478.6529,5,4,1,1,401.9436,810.4531,16.3141,963.8071,762,56987,884.7657,280.218,22450.8341,2,2,3,8,14,1,2,4,902.0039,395.1053,376.5804,1199.2247,1282.501,1281.7082,198.2254,1347.4958,288.4725,1131.7015,330.6474,29316,548.7969,65302,4773,47096,941.2122,485.3894,771.5219,78.1607,2476,207,386.5168,453.3859,22926,821,BENIGN
163.186.83.95-192.168.1.36-9913-22-17,163.186.83.95,9913,192.168.1.36,22,17,07/07/2017 09:38:16,30008,4297,1,61.3016,307.3227,40762,533,948.6619,5171,913,1089.1883,101387.54787274668,28320.255912891203,1355.8163,97.3621,29654,851,290.0892,283.4189,42542,964,221.9027,887.8001,4,5,2,5,398.2108,501.5848,192.8657,838.2756,14,45616,65.8374,78.2843,19922.2184,0,806,4,3,5,3,3,3,381.0862,409.9123,35.4381,10.2896,1452.3238,1318.2062,315.6598,368.5394,464.161,1154.5699,43.8577,3866,630.3926,56888,29305,18141,268.1641,274.0529,1247.7414,349.3881,7253,239,1430.8591,114.7082,32281,533,DoS Slowhttptest
192.168.1.179-192.168.0.144-11958-25-17,192.168.1.179,11958,192.168.0.144,25,17,07/07/2017 09:07:36,4432346,21,5,823.6532,537.8332,33101,419,881.4851,16382,558,124.1167,22005.360534740794,99.18341183876949,493.7987,129.8992,56891,240,377.1195,1091.442,46761,168,256.2542,675.6172,4,2,0,3,45.5895,641.9578,576.8464,150.9773,666,65040,567.92,192.5509,17510.0193,1,1,1,5,12,5,1,5,658.479,436.6299,262.2129,1034.4087,1343.7771,105.7089,870.4661,1363.6689,646.4444,141.6648,962.708,17096,939.1044,54415,31365,41108,1.5341,786.8186,1260.1919,1.1865,13725,766,1124.9974,237.6693,63939,418,BENIGN
